Ticket_ID,Subject,Description,Category,Priority
TKT-00780,This is really frustrating. Unauthorized charge on my accoun...,This is really frustrating. Unauthorized charge on my account. I did not authorize this transaction at all.,Billing,High
TKT-00781,Please prioritize this. Just wondering when the next billing...,Please prioritize this. Just wondering when the next billing cycle starts.,Billing,Low
TKT-00782,"Also, I cancelled my plan last week but was still charged th...","Also, I cancelled my plan last week but was still charged the full annual fee today.",Billing,High
TKT-00783,We've been waiting for days. Do you have a referral program ...,We've been waiting for days. Do you have a referral program for existing customers?,General Inquiry,Low
TKT-00784,Someone changed my email address on file. I think my account...,"Someone changed my email address on file. I think my account was hacked. Dear support, ",Account Access,High
TKT-00785,We've been waiting for days. The SLA breach count has exceed...,We've been waiting for days. The SLA breach count has exceeded the threshold. Requesting formal review.,General Inquiry,High
TKT-00786,We've been waiting for days. Can I use a passkey instead of ...,We've been waiting for days. Can I use a passkey instead of a traditional password?,Account Access,Low
TKT-00787,"Hi team, Where can I find your community forum or user group...","Hi team, Where can I find your community forum or user group? We've been waiting for days. ",General Inquiry,Low
TKT-00788,Need an emergency meeting with your solutions architect befo...,Need an emergency meeting with your solutions architect before our board call.,General Inquiry,High
TKT-00789,"Hi team, Is there an API rate-limit increase available for o...","Hi team, Is there an API rate-limit increase available for our current plan?",General Inquiry,Medium
TKT-00790,What new features are planned for the next product release? ...,What new features are planned for the next product release? FYI — ,General Inquiry,Medium
TKT-00791,Appreciate your help. We are evaluating your product for a 5...,Appreciate your help. We are evaluating your product for a 5000-seat enterprise deal. Need info ASAP.,General Inquiry,High
TKT-00792,The drag-and-drop feature stopped working in the latest Chro...,The drag-and-drop feature stopped working in the latest Chrome update.,Technical,Medium
TKT-00793,"Dear support, The on-boarding tooltip covers the submit butt...","Dear support, The on-boarding tooltip covers the submit button on smaller screens.",Technical,Low
TKT-00794,How do I disconnect a linked social media account? Looking f...,How do I disconnect a linked social media account? Looking forward to a quick resolution. ,Account Access,Low
TKT-00795,"By the way, Would love an option to customize the color them...","By the way, Would love an option to customize the color theme of the interface.",Technical,Low
TKT-00796,Would love an option to customize the color theme of the int...,Would love an option to customize the color theme of the interface.,Technical,Low
TKT-00797,Thanks in advance. The drag-and-drop feature stopped working...,Thanks in advance. The drag-and-drop feature stopped working in the latest Chrome update.,Technical,Medium
TKT-00798,I see a mysterious charge labeled 'premium upgrade' that I n...,I see a mysterious charge labeled 'premium upgrade' that I never requested.,Billing,High
TKT-00799,Just wanted to say thanks — the new update is really smooth!,Just wanted to say thanks — the new update is really smooth!,General Inquiry,Low
TKT-00800,Reports show incorrect date ranges when timezone is set to U...,Reports show incorrect date ranges when timezone is set to UTC.,Technical,Medium
TKT-00801,This is really frustrating. Need an emergency meeting with y...,This is really frustrating. Need an emergency meeting with your solutions architect before our board call. Thanks in advance. ,General Inquiry,High
TKT-00802,Do you have case studies from companies in the healthcare se...,Do you have case studies from companies in the healthcare sector?,General Inquiry,Medium
TKT-00803,What are the password complexity requirements?,What are the password complexity requirements?,Account Access,Low
TKT-00804,"Dear support, How do I view my login history for security re...","Dear support, How do I view my login history for security review? Urgent: ",Account Access,Low
TKT-00805,Are there any upcoming webinars or online events we can join...,Are there any upcoming webinars or online events we can join?,General Inquiry,Low
TKT-00806,Please note: Can you provide a comparison between the Pro an...,Please note: Can you provide a comparison between the Pro and Enterprise tiers?,General Inquiry,Medium
TKT-00807,Reports show incorrect date ranges when timezone is set to U...,Reports show incorrect date ranges when timezone is set to UTC.,Technical,Medium
TKT-00808,The drag-and-drop feature stopped working in the latest Chro...,"The drag-and-drop feature stopped working in the latest Chrome update. Also, ",Technical,Medium
TKT-00809,Can you provide a comparison between the Pro and Enterprise ...,"Can you provide a comparison between the Pro and Enterprise tiers? By the way, ",General Inquiry,Medium
TKT-00810,Can we get a dedicated account manager for our organization?,Can we get a dedicated account manager for our organization?,General Inquiry,Medium
TKT-00811,What payment methods do you accept besides credit cards?,What payment methods do you accept besides credit cards?,Billing,Low
TKT-00812,We've been waiting for days. The SLA breach count has exceed...,We've been waiting for days. The SLA breach count has exceeded the threshold. Requesting formal review.,General Inquiry,High
TKT-00813,FYI — I want to downgrade my plan. Will I receive a prorated...,FYI — I want to downgrade my plan. Will I receive a prorated refund?,Billing,Medium
TKT-00814,I was charged twice for my subscription this month and need ...,I was charged twice for my subscription this month and need an immediate refund. Hoping someone can assist. ,Billing,High
TKT-00815,What payment methods do you accept besides credit cards?,What payment methods do you accept besides credit cards?,Billing,Low
TKT-00816,My promo code didn't apply at checkout. Can someone look int...,My promo code didn't apply at checkout. Can someone look into this?,Billing,Medium
TKT-00817,Password reset link expired instantly. I've tried five times...,Password reset link expired instantly. I've tried five times with no luck.,Account Access,High
TKT-00818,I cancelled my plan last week but was still charged the full...,I cancelled my plan last week but was still charged the full annual fee today.,Billing,High
TKT-00819,"Also, The mobile app icon looks blurry on high-resolution sc...","Also, The mobile app icon looks blurry on high-resolution screens.",Technical,Low
TKT-00820,Integration with our CRM completely broke after your last de...,Integration with our CRM completely broke after your last deployment.,Technical,High
TKT-00821,Appreciate your help. Where can I download old receipts from...,Appreciate your help. Where can I download old receipts from my account?,Billing,Low
TKT-00822,Urgent: Can you explain the extra fee on my latest invoice?,Urgent: Can you explain the extra fee on my latest invoice?,Billing,Medium
TKT-00823,Can I use a passkey instead of a traditional password?,Can I use a passkey instead of a traditional password?,Account Access,Low
TKT-00824,Do you offer any nonprofit pricing or special plans?,Do you offer any nonprofit pricing or special plans?,Billing,Low
TKT-00825,Server returns 500 error on every API call since this mornin...,Server returns 500 error on every API call since this morning. Production blocked.,Technical,High
TKT-00826,This is really frustrating. My account has been locked and I...,This is really frustrating. My account has been locked and I cannot reset my password. Need access now!,Account Access,High
TKT-00827,The entire platform is down and our team cannot access any r...,"The entire platform is down and our team cannot access any resources! Hello, ",Technical,High
TKT-00828,Looking forward to a quick resolution. Just wanted to say th...,Looking forward to a quick resolution. Just wanted to say thanks — the new update is really smooth! Thanks in advance. ,General Inquiry,Low
TKT-00829,We are evaluating your product for a 5000-seat enterprise de...,"We are evaluating your product for a 5000-seat enterprise deal. Need info ASAP. By the way, ",General Inquiry,High
TKT-00830,"By the way, What new features are planned for the next produ...","By the way, What new features are planned for the next product release?",General Inquiry,Medium
TKT-00831,Someone changed my email address on file. I think my account...,Someone changed my email address on file. I think my account was hacked.,Account Access,High
TKT-00832,Is there a student discount available for the premium plan?,Is there a student discount available for the premium plan?,Billing,Low
TKT-00833,Reports show incorrect date ranges when timezone is set to U...,Reports show incorrect date ranges when timezone is set to UTC.,Technical,Medium
TKT-00834,Search functionality returns irrelevant results for exact-ma...,Search functionality returns irrelevant results for exact-match queries.,Technical,Medium
TKT-00835,Hoping someone can assist. Can I change the display name sho...,Hoping someone can assist. Can I change the display name shown on my profile? Please note: ,Account Access,Low
TKT-00836,Need an emergency meeting with your solutions architect befo...,Need an emergency meeting with your solutions architect before our board call.,General Inquiry,High
TKT-00837,Security vulnerability found. Sensitive customer data may be...,"Security vulnerability found. Sensitive customer data may be exposed. Also, ",Technical,High
TKT-00838,Where do I manage email notification preferences?,Where do I manage email notification preferences?,Account Access,Low
TKT-00839,"Also, I changed my email and now I can't verify my identity.","Also, I changed my email and now I can't verify my identity.",Account Access,Medium
TKT-00840,"By the way, I want to downgrade my plan. Will I receive a pr...","By the way, I want to downgrade my plan. Will I receive a prorated refund?",Billing,Medium
TKT-00841,I'd like to switch from monthly to annual billing. What are ...,I'd like to switch from monthly to annual billing. What are the steps?,Billing,Medium
TKT-00842,"Also, My session keeps expiring every few minutes, forcing m...","Also, My session keeps expiring every few minutes, forcing me to re-login. FYI — ",Account Access,Medium
TKT-00843,Looking forward to a quick resolution. Payment failed but mo...,Looking forward to a quick resolution. Payment failed but money was deducted from my bank. Need resolution ASAP.,Billing,High
TKT-00844,Hoping someone can assist. Where can I find your community f...,Hoping someone can assist. Where can I find your community forum or user group?,General Inquiry,Low
TKT-00845,Unauthorized charge on my account. I did not authorize this ...,"Unauthorized charge on my account. I did not authorize this transaction at all. Hello, ",Billing,High
TKT-00846,"My session keeps expiring every few minutes, forcing me to r...","My session keeps expiring every few minutes, forcing me to re-login. We've been waiting for days. ",Account Access,Medium
TKT-00847,"Hi team, Can you add keyboard shortcuts for the most common ...","Hi team, Can you add keyboard shortcuts for the most common actions?",Technical,Low
TKT-00848,Reports show incorrect date ranges when timezone is set to U...,Reports show incorrect date ranges when timezone is set to UTC.,Technical,Medium
TKT-00849,This is really frustrating. I'm completely locked out after ...,This is really frustrating. I'm completely locked out after too many failed login attempts. Please unlock.,Account Access,High
TKT-00850,Where can I download old receipts from my account?,Where can I download old receipts from my account?,Billing,Low
TKT-00851,"Hi team, The SLA breach count has exceeded the threshold. Re...","Hi team, The SLA breach count has exceeded the threshold. Requesting formal review.",General Inquiry,High
TKT-00852,We are evaluating your product for a 5000-seat enterprise de...,We are evaluating your product for a 5000-seat enterprise deal. Need info ASAP.,General Inquiry,High
TKT-00853,Are there any upcoming webinars or online events we can join...,Are there any upcoming webinars or online events we can join?,General Inquiry,Low
TKT-00854,Urgent: Unauthorized login detected from a foreign IP. Lock ...,Urgent: Unauthorized login detected from a foreign IP. Lock my account immediately.,Account Access,High
TKT-00855,I cancelled my plan last week but was still charged the full...,I cancelled my plan last week but was still charged the full annual fee today.,Billing,High
TKT-00856,It would be nice to have dark mode support in the web app.,It would be nice to have dark mode support in the web app.,Technical,Low
TKT-00857,I changed my email and now I can't verify my identity.,I changed my email and now I can't verify my identity.,Account Access,Medium
TKT-00858,Please prioritize this. Just wondering when the next billing...,Please prioritize this. Just wondering when the next billing cycle starts. We've been waiting for days. ,Billing,Low
TKT-00859,I can log in on mobile but the web app says my credentials a...,"I can log in on mobile but the web app says my credentials are invalid. Dear support, ",Account Access,Medium
TKT-00860,Urgent: The mobile app icon looks blurry on high-resolution ...,Urgent: The mobile app icon looks blurry on high-resolution screens. Please note: ,Technical,Low
TKT-00861,How do I disconnect a linked social media account? Dear supp...,"How do I disconnect a linked social media account? Dear support, ",Account Access,Low
TKT-00862,"Dear support, I can log in on mobile but the web app says my...","Dear support, I can log in on mobile but the web app says my credentials are invalid.",Account Access,Medium
TKT-00863,I want to downgrade my plan. Will I receive a prorated refun...,"I want to downgrade my plan. Will I receive a prorated refund? Hi team, ",Billing,Medium
TKT-00864,My account has been locked and I cannot reset my password. N...,"My account has been locked and I cannot reset my password. Need access now! By the way, ",Account Access,High
TKT-00865,Client-facing demo is tomorrow and the trial environment is ...,Client-facing demo is tomorrow and the trial environment is not set up yet.,General Inquiry,High
TKT-00866,Do you have case studies from companies in the healthcare se...,Do you have case studies from companies in the healthcare sector?,General Inquiry,Medium
TKT-00867,I cancelled my plan last week but was still charged the full...,I cancelled my plan last week but was still charged the full annual fee today.,Billing,High
TKT-00868,The SLA breach count has exceeded the threshold. Requesting ...,The SLA breach count has exceeded the threshold. Requesting formal review.,General Inquiry,High
TKT-00869,Looking forward to a quick resolution. How do I enable two-f...,"Looking forward to a quick resolution. How do I enable two-factor authentication for my account? Hello, ",Account Access,Medium
TKT-00870,Would love an option to customize the color theme of the int...,Would love an option to customize the color theme of the interface.,Technical,Low
TKT-00871,Can you explain the extra fee on my latest invoice?,Can you explain the extra fee on my latest invoice?,Billing,Medium
TKT-00872,Appreciate your help. Can I provide feedback on a recent sup...,"Appreciate your help. Can I provide feedback on a recent support interaction? By the way, ",General Inquiry,Low
TKT-00873,Multi-factor authentication is broken; I cannot receive any ...,Multi-factor authentication is broken; I cannot receive any verification codes.,Account Access,High
TKT-00874,"Hi team, Is there a mobile app available for Android? Lookin...","Hi team, Is there a mobile app available for Android? Looking forward to a quick resolution. ",General Inquiry,Low
TKT-00875,Can you provide a comparison between the Pro and Enterprise ...,Can you provide a comparison between the Pro and Enterprise tiers?,General Inquiry,Medium
TKT-00876,We'd like to schedule a training session for our new team me...,We'd like to schedule a training session for our new team members. This is really frustrating. ,General Inquiry,Medium
TKT-00877,I see a mysterious charge labeled 'premium upgrade' that I n...,I see a mysterious charge labeled 'premium upgrade' that I never requested.,Billing,High
TKT-00878,How do I view my login history for security review? We've be...,How do I view my login history for security review? We've been waiting for days. ,Account Access,Low
TKT-00879,Appreciate your help. Where can I download old receipts from...,Appreciate your help. Where can I download old receipts from my account?,Billing,Low
TKT-00880,Can you add an option to sort tickets by creation date in as...,Can you add an option to sort tickets by creation date in ascending order?,Technical,Low
TKT-00881,"Hello, Do you have a referral program for existing customers...","Hello, Do you have a referral program for existing customers?",General Inquiry,Low
TKT-00882,Appreciate your help. I need to transfer ownership of this a...,Appreciate your help. I need to transfer ownership of this account to a colleague.,Account Access,Medium
TKT-00883,What are your customer support hours on weekends?,What are your customer support hours on weekends?,General Inquiry,Low
TKT-00884,Appreciate your help. The mobile app icon looks blurry on hi...,Appreciate your help. The mobile app icon looks blurry on high-resolution screens.,Technical,Low
TKT-00885,What is the process for submitting a feature request? This i...,What is the process for submitting a feature request? This is really frustrating. ,General Inquiry,Medium
TKT-00886,We'd like to schedule a training session for our new team me...,We'd like to schedule a training session for our new team members.,General Inquiry,Medium
TKT-00887,It would be nice to have dark mode support in the web app.,It would be nice to have dark mode support in the web app.,Technical,Low
TKT-00888,Executive sponsor wants a migration timeline document before...,Executive sponsor wants a migration timeline document before signing the PO.,General Inquiry,High
TKT-00889,What are the password complexity requirements?,What are the password complexity requirements?,Account Access,Low
TKT-00890,FYI — My credit card was billed $500 instead of $50. This is...,"FYI — My credit card was billed $500 instead of $50. This is urgent, please fix now! Also, ",Billing,High
TKT-00891,Application crashes on login for all users in our organizati...,Application crashes on login for all users in our organization. Urgent: ,Technical,High
TKT-00892,"Also, Where can I find the latest product documentation and ...","Also, Where can I find the latest product documentation and release notes?",General Inquiry,Medium
TKT-00893,Push notifications are delayed by several hours on the mobil...,Push notifications are delayed by several hours on the mobile app. We've been waiting for days. ,Technical,Medium
TKT-00894,How do I enable two-factor authentication for my account?,How do I enable two-factor authentication for my account?,Account Access,Medium
TKT-00895,Is there an option to set a profile picture?,Is there an option to set a profile picture?,Account Access,Low
TKT-00896,Application crashes on login for all users in our organizati...,"Application crashes on login for all users in our organization. Hi team, ",Technical,High
TKT-00897,Password reset link expired instantly. I've tried five times...,Password reset link expired instantly. I've tried five times with no luck.,Account Access,High
TKT-00898,Urgent: Is there a way to change the default font size in th...,Urgent: Is there a way to change the default font size in the dashboard? We've been waiting for days. ,Technical,Low
TKT-00899,Can you merge my two accounts into a single one?,Can you merge my two accounts into a single one?,Account Access,Medium
TKT-00900,What is the process for submitting a feature request?,What is the process for submitting a feature request?,General Inquiry,Medium
TKT-00901,Need an emergency meeting with your solutions architect befo...,Need an emergency meeting with your solutions architect before our board call.,General Inquiry,High
TKT-00902,Looking forward to a quick resolution. Two-factor authentica...,Looking forward to a quick resolution. Two-factor authentication emails are arriving with a 15-minute delay. FYI — ,Technical,Medium
TKT-00903,"Hi team, Where can I find your community forum or user group...","Hi team, Where can I find your community forum or user group? Urgent: ",General Inquiry,Low
TKT-00904,What payment methods do you accept besides credit cards? Hel...,"What payment methods do you accept besides credit cards? Hello, ",Billing,Low
TKT-00905,Please prioritize this. I need to transfer ownership of this...,Please prioritize this. I need to transfer ownership of this account to a colleague.,Account Access,Medium
TKT-00906,Payment failed but money was deducted from my bank. Need res...,Payment failed but money was deducted from my bank. Need resolution ASAP.,Billing,High
TKT-00907,It would be nice to have dark mode support in the web app.,It would be nice to have dark mode support in the web app.,Technical,Low
TKT-00908,Server returns 500 error on every API call since this mornin...,Server returns 500 error on every API call since this morning. Production blocked.,Technical,High
TKT-00909,How do I set up automatic payments for my subscription?,How do I set up automatic payments for my subscription?,Billing,Low
TKT-00910,The mobile app icon looks blurry on high-resolution screens.,The mobile app icon looks blurry on high-resolution screens.,Technical,Low
TKT-00911,Hoping someone can assist. Minor typo on the settings page: ...,Hoping someone can assist. Minor typo on the settings page: 'Notifcations' instead of 'Notifications'.,Technical,Low
TKT-00912,"Hello, I forgot my password and the reset email goes to an o...","Hello, I forgot my password and the reset email goes to an old address.",Account Access,Medium
TKT-00913,Is there an API rate-limit increase available for our curren...,Is there an API rate-limit increase available for our current plan?,General Inquiry,Medium
TKT-00914,Can you add an option to sort tickets by creation date in as...,Can you add an option to sort tickets by creation date in ascending order?,Technical,Low
TKT-00915,Account suspended without explanation. I have a client demo ...,Account suspended without explanation. I have a client demo in one hour! Please prioritize this. ,Account Access,High
TKT-00916,Can I use a passkey instead of a traditional password?,Can I use a passkey instead of a traditional password?,Account Access,Low
TKT-00917,Looking forward to a quick resolution. I forgot my password ...,Looking forward to a quick resolution. I forgot my password and the reset email goes to an old address. Thanks in advance. ,Account Access,Medium
TKT-00918,Hoping someone can assist. I'd like to switch from monthly t...,Hoping someone can assist. I'd like to switch from monthly to annual billing. What are the steps?,Billing,Medium
TKT-00919,Looking forward to a quick resolution. My credit card was bi...,"Looking forward to a quick resolution. My credit card was billed $500 instead of $50. This is urgent, please fix now!",Billing,High
TKT-00920,Can we get a dedicated account manager for our organization?...,Can we get a dedicated account manager for our organization? We've been waiting for days. ,General Inquiry,Medium
TKT-00921,Can I provide feedback on a recent support interaction?,Can I provide feedback on a recent support interaction?,General Inquiry,Low
TKT-00922,This is really frustrating. Are there any upcoming webinars ...,This is really frustrating. Are there any upcoming webinars or online events we can join?,General Inquiry,Low
TKT-00923,Hoping someone can assist. I'd like to switch from monthly t...,"Hoping someone can assist. I'd like to switch from monthly to annual billing. What are the steps? By the way, ",Billing,Medium
TKT-00924,Need an emergency meeting with your solutions architect befo...,Need an emergency meeting with your solutions architect before our board call.,General Inquiry,High
TKT-00925,How do I add a new team member to our company account? Looki...,How do I add a new team member to our company account? Looking forward to a quick resolution. ,Account Access,Medium
TKT-00926,Can you explain the extra fee on my latest invoice?,Can you explain the extra fee on my latest invoice?,Billing,Medium
TKT-00927,Just wanted to say thanks — the new update is really smooth!...,Just wanted to say thanks — the new update is really smooth! Please prioritize this. ,General Inquiry,Low
TKT-00928,Looking forward to a quick resolution. Can I change the disp...,Looking forward to a quick resolution. Can I change the display name shown on my profile?,Account Access,Low
TKT-00929,How do I update the payment method on file to a new credit c...,How do I update the payment method on file to a new credit card?,Billing,Medium
TKT-00930,My account has been locked and I cannot reset my password. N...,My account has been locked and I cannot reset my password. Need access now!,Account Access,High
TKT-00931,How do I set up automatic payments for my subscription?,How do I set up automatic payments for my subscription?,Billing,Low
TKT-00932,Please prioritize this. Search functionality returns irrelev...,Please prioritize this. Search functionality returns irrelevant results for exact-match queries.,Technical,Medium
TKT-00933,Is there a mobile app available for Android? We've been wait...,Is there a mobile app available for Android? We've been waiting for days. ,General Inquiry,Low
TKT-00934,"Also, How do I view my login history for security review?","Also, How do I view my login history for security review?",Account Access,Low
TKT-00935,This is really frustrating. Someone changed my email address...,This is really frustrating. Someone changed my email address on file. I think my account was hacked.,Account Access,High
TKT-00936,Please prioritize this. Is there a mobile app available for ...,Please prioritize this. Is there a mobile app available for Android?,General Inquiry,Low
TKT-00937,Please note: How do I view my login history for security rev...,Please note: How do I view my login history for security review?,Account Access,Low
TKT-00938,Looking forward to a quick resolution. Push notifications ar...,Looking forward to a quick resolution. Push notifications are delayed by several hours on the mobile app.,Technical,Medium
TKT-00939,Subscription auto-renewed after I explicitly opted out. Refu...,Subscription auto-renewed after I explicitly opted out. Refund required urgently. Looking forward to a quick resolution. ,Billing,High
TKT-00940,This is really frustrating. How do I update the payment meth...,This is really frustrating. How do I update the payment method on file to a new credit card?,Billing,Medium
TKT-00941,Looking forward to a quick resolution. Minor typo on the set...,Looking forward to a quick resolution. Minor typo on the settings page: 'Notifcations' instead of 'Notifications'. Urgent: ,Technical,Low
TKT-00942,Our contract expires tomorrow and we haven't received the re...,Our contract expires tomorrow and we haven't received the renewal terms yet.,General Inquiry,High
TKT-00943,I changed my email and now I can't verify my identity.,I changed my email and now I can't verify my identity.,Account Access,Medium
TKT-00944,Regulatory audit requires compliance documentation by end of...,Regulatory audit requires compliance documentation by end of day. Please expedite.,General Inquiry,High
TKT-00945,"Hello, Can you add an option to sort tickets by creation dat...","Hello, Can you add an option to sort tickets by creation date in ascending order? Please note: ",Technical,Low
TKT-00946,"Hello, Can I provide feedback on a recent support interactio...","Hello, Can I provide feedback on a recent support interaction? This is really frustrating. ",General Inquiry,Low
TKT-00947,The on-boarding tooltip covers the submit button on smaller ...,The on-boarding tooltip covers the submit button on smaller screens.,Technical,Low
TKT-00948,Two-factor authentication emails are arriving with a 15-minu...,Two-factor authentication emails are arriving with a 15-minute delay. Appreciate your help. ,Technical,Medium
TKT-00949,How do I update the payment method on file to a new credit c...,How do I update the payment method on file to a new credit card? Thanks in advance. ,Billing,Medium
TKT-00950,Application crashes on login for all users in our organizati...,Application crashes on login for all users in our organization.,Technical,High
TKT-00951,Where can I find your community forum or user group?,Where can I find your community forum or user group?,General Inquiry,Low
TKT-00952,What new features are planned for the next product release?,What new features are planned for the next product release?,General Inquiry,Medium
TKT-00953,Need an emergency meeting with your solutions architect befo...,Need an emergency meeting with your solutions architect before our board call.,General Inquiry,High
TKT-00954,"Where do I manage email notification preferences? Hi team, ","Where do I manage email notification preferences? Hi team, ",Account Access,Low
TKT-00955,Thanks in advance. Application crashes on login for all user...,Thanks in advance. Application crashes on login for all users in our organization.,Technical,High
TKT-00956,My admin privileges were revoked and I can no longer manage ...,My admin privileges were revoked and I can no longer manage our team.,Account Access,High
TKT-00957,Regulatory audit requires compliance documentation by end of...,Regulatory audit requires compliance documentation by end of day. Please expedite. FYI — ,General Inquiry,High
TKT-00958,What payment methods do you accept besides credit cards?,What payment methods do you accept besides credit cards?,Billing,Low
TKT-00959,"Dear support, Is there a way to change the default font size...","Dear support, Is there a way to change the default font size in the dashboard? Urgent: ",Technical,Low
TKT-00960,Please note: The mobile app icon looks blurry on high-resolu...,Please note: The mobile app icon looks blurry on high-resolution screens.,Technical,Low
TKT-00961,Can you add an option to sort tickets by creation date in as...,Can you add an option to sort tickets by creation date in ascending order?,Technical,Low
TKT-00962,I was charged twice for my subscription this month and need ...,I was charged twice for my subscription this month and need an immediate refund.,Billing,High
TKT-00963,What are your customer support hours on weekends? Thanks in ...,What are your customer support hours on weekends? Thanks in advance. ,General Inquiry,Low
TKT-00964,"Hi team, Regulatory audit requires compliance documentation ...","Hi team, Regulatory audit requires compliance documentation by end of day. Please expedite.",General Inquiry,High
TKT-00965,Can you provide a comparison between the Pro and Enterprise ...,Can you provide a comparison between the Pro and Enterprise tiers?,General Inquiry,Medium
TKT-00966,We've been waiting for days. Our automated pipeline is faili...,We've been waiting for days. Our automated pipeline is failing because your API endpoint is unreachable.,Technical,High
TKT-00967,I forgot my password and the reset email goes to an old addr...,I forgot my password and the reset email goes to an old address. FYI — ,Account Access,Medium
TKT-00968,Critical data loss after the latest update. We need recovery...,Critical data loss after the latest update. We need recovery immediately. FYI — ,Technical,High
TKT-00969,This is really frustrating. What payment methods do you acce...,This is really frustrating. What payment methods do you accept besides credit cards?,Billing,Low
TKT-00970,Is there an API rate-limit increase available for our curren...,Is there an API rate-limit increase available for our current plan?,General Inquiry,Medium
TKT-00971,I want to downgrade my plan. Will I receive a prorated refun...,I want to downgrade my plan. Will I receive a prorated refund?,Billing,Medium
TKT-00972,Regulatory audit requires compliance documentation by end of...,Regulatory audit requires compliance documentation by end of day. Please expedite.,General Inquiry,High
TKT-00973,Appreciate your help. The entire platform is down and our te...,Appreciate your help. The entire platform is down and our team cannot access any resources! Looking forward to a quick resolution. ,Technical,High
TKT-00974,Where can I find my account ID or customer number? FYI — ,Where can I find my account ID or customer number? FYI — ,Account Access,Low
TKT-00975,Search functionality returns irrelevant results for exact-ma...,Search functionality returns irrelevant results for exact-match queries.,Technical,Medium
TKT-00976,We are evaluating your product for a 5000-seat enterprise de...,We are evaluating your product for a 5000-seat enterprise deal. Need info ASAP.,General Inquiry,High
TKT-00977,Appreciate your help. Export to CSV feature is generating co...,Appreciate your help. Export to CSV feature is generating corrupted files intermittently.,Technical,Medium
TKT-00978,"Hi team, I need to transfer ownership of this account to a c...","Hi team, I need to transfer ownership of this account to a colleague.",Account Access,Medium
TKT-00979,Regulatory audit requires compliance documentation by end of...,Regulatory audit requires compliance documentation by end of day. Please expedite.,General Inquiry,High
TKT-00980,Do you offer any nonprofit pricing or special plans?,Do you offer any nonprofit pricing or special plans?,Billing,Low
TKT-00981,FYI — Need a copy of my invoice from last quarter for tax pu...,FYI — Need a copy of my invoice from last quarter for tax purposes. Please note: ,Billing,Medium
TKT-00982,How do I disconnect a linked social media account?,How do I disconnect a linked social media account?,Account Access,Low
TKT-00983,What happens to my data if I miss a payment cycle?,What happens to my data if I miss a payment cycle?,Billing,Low
TKT-00984,Looking forward to a quick resolution. Can I change the disp...,Looking forward to a quick resolution. Can I change the display name shown on my profile? Appreciate your help. ,Account Access,Low
TKT-00985,Where can I find my account ID or customer number?,Where can I find my account ID or customer number?,Account Access,Low
TKT-00986,Can we get a dedicated account manager for our organization?,Can we get a dedicated account manager for our organization?,General Inquiry,Medium
TKT-00987,Hoping someone can assist. I see a mysterious charge labeled...,Hoping someone can assist. I see a mysterious charge labeled 'premium upgrade' that I never requested.,Billing,High
TKT-00988,My admin privileges were revoked and I can no longer manage ...,My admin privileges were revoked and I can no longer manage our team.,Account Access,High
TKT-00989,Where can I find your community forum or user group? Hoping ...,Where can I find your community forum or user group? Hoping someone can assist. ,General Inquiry,Low
TKT-00990,Please prioritize this. Critical data loss after the latest ...,Please prioritize this. Critical data loss after the latest update. We need recovery immediately.,Technical,High
TKT-00991,This is really frustrating. Push notifications are delayed b...,This is really frustrating. Push notifications are delayed by several hours on the mobile app.,Technical,Medium
TKT-00992,Our contract expires tomorrow and we haven't received the re...,Our contract expires tomorrow and we haven't received the renewal terms yet.,General Inquiry,High
TKT-00993,Security vulnerability found. Sensitive customer data may be...,"Security vulnerability found. Sensitive customer data may be exposed. Hi team, ",Technical,High
TKT-00994,Thanks in advance. Where can I find the latest product docum...,Thanks in advance. Where can I find the latest product documentation and release notes?,General Inquiry,Medium
TKT-00995,Would love an option to customize the color theme of the int...,Would love an option to customize the color theme of the interface.,Technical,Low
TKT-00996,Our automated pipeline is failing because your API endpoint ...,Our automated pipeline is failing because your API endpoint is unreachable.,Technical,High
TKT-00997,Do you offer any nonprofit pricing or special plans?,Do you offer any nonprofit pricing or special plans?,Billing,Low
TKT-00998,File uploads fail silently when the file size exceeds 10 MB.,File uploads fail silently when the file size exceeds 10 MB.,Technical,Medium
TKT-00999,Where can I download old receipts from my account?,Where can I download old receipts from my account?,Billing,Low
TKT-01000,Thanks in advance. Are there any upcoming webinars or online...,Thanks in advance. Are there any upcoming webinars or online events we can join?,General Inquiry,Low
TKT-01001,Looking forward to a quick resolution. Is there a way to cha...,"Looking forward to a quick resolution. Is there a way to change the default font size in the dashboard? By the way, ",Technical,Low
TKT-01002,What happens to my data if I miss a payment cycle?,What happens to my data if I miss a payment cycle?,Billing,Low
TKT-01003,"By the way, How do I update the payment method on file to a ...","By the way, How do I update the payment method on file to a new credit card?",Billing,Medium
TKT-01004,Can I provide feedback on a recent support interaction?,Can I provide feedback on a recent support interaction?,General Inquiry,Low
TKT-01005,Where can I find the latest product documentation and releas...,Where can I find the latest product documentation and release notes?,General Inquiry,Medium
TKT-01006,What happens to my data if I miss a payment cycle? Looking f...,What happens to my data if I miss a payment cycle? Looking forward to a quick resolution. ,Billing,Low
TKT-01007,Hoping someone can assist. What are the password complexity ...,Hoping someone can assist. What are the password complexity requirements?,Account Access,Low
TKT-01008,Is there an option to set a profile picture?,Is there an option to set a profile picture?,Account Access,Low
TKT-01009,The mobile app icon looks blurry on high-resolution screens.,The mobile app icon looks blurry on high-resolution screens.,Technical,Low
